device_id,month,created_on,fifteen_min,five_min,full_spectrum,humidity,infrared_spectrum,one_min,overall_lux,pircount,temperature,temperature_raw,humidity_raw,temperature_refined,humidity_refined
EDCFFF303433463443206509,201607,2016-07-01 03:48:23,4.0,6.0,817.0,54.040000915527344,226.0,4.0,16.0,2.0,31.739999771118164,31.739999771118164,54.040000915527344,27.739999771118164,70.04000091552734
EDCFFF303433463443206509,201607,2016-07-01 03:48:53,4.0,6.0,792.0,53.83000183105469,227.0,4.0,15.0,1.0,31.729999542236328,31.729999542236328,53.83000183105469,27.729999542236328,69.83000183105469
EDCFFF303433463443206509,201607,2016-07-01 03:49:23,4.0,5.0,719.0,53.83000183105469,204.0,5.0,14.0,4.0,31.739999771118164,31.739999771118164,53.83000183105469,27.739999771118164,69.83000183105469
EDCFFF303433463443206509,201607,2016-07-01 03:49:53,4.0,5.0,896.0,53.38000106811523,247.0,5.0,18.0,2.0,31.71999931335449,31.71999931335449,53.38000106811523,27.71999931335449,69.38000106811523
EDCFFF303433463443206509,201607,2016-07-01 03:50:23,4.0,4.0,755.0,53.88999938964844,220.0,2.0,15.0,0.0,31.739999771118164,31.739999771118164,53.88999938964844,27.739999771118164,69.88999938964844
EDCFFF303433463443206509,201607,2016-07-01 03:50:53,4.0,4.0,927.0,53.16999816894531,257.0,2.0,19.0,2.0,31.729999542236328,31.729999542236328,53.16999816894531,27.729999542236328,69.16999816894531
EDCFFF303433463443206509,201607,2016-07-01 03:51:23,4.0,3.0,872.0,53.08000183105469,252.0,2.0,17.0,0.0,31.71999931335449,31.71999931335449,53.08000183105469,27.71999931335449,69.08000183105469
EDCFFF303433463443206509,201607,2016-07-01 03:51:53,4.0,3.0,867.0,53.11999893188477,251.0,2.0,17.0,2.0,31.68000030517578,31.68000030517578,53.11999893188477,27.68000030517578,69.11999893188477
EDCFFF303433463443206509,201607,2016-07-01 03:52:23,4.0,3.0,793.0,53.08000183105469,217.0,2.0,16.0,0.0,31.63999938964844,31.63999938964844,53.08000183105469,27.63999938964844,69.08000183105469
EDCFFF303433463443206509,201607,2016-07-01 03:52:53,4.0,3.0,774.0,53.1500015258789,211.0,2.0,16.0,0.0,31.61000061035156,31.61000061035156,53.1500015258789,27.61000061035156,69.1500015258789
EDCFFF303433463443206509,201607,2016-07-01 03:53:23,4.0,2.0,774.0,53.1500015258789,209.0,3.0,16.0,3.0,31.59000015258789,31.59000015258789,53.1500015258789,27.59000015258789,69.1500015258789
EDCFFF303433463443206509,201607,2016-07-01 03:53:53,4.0,2.0,836.0,52.959999084472656,236.0,3.0,17.0,7.0,31.60000038146973,31.60000038146973,52.959999084472656,27.60000038146973,68.95999908447266
